Houston Dynamo,Vera,Matias Gabriel,D-M,"$225,000.00 )","$231,250.00 )"
Portland Timbers,Villafaña,Jorge,D,"$600,000.00 )","$617,500.00 )"
Atlanta United,Villalba,Hector,M-F,"$722,499.96 )","$830,249.96 )"
Colorado Rapids,Vines,Sam,D,"$80,000.04 )","$81,250.04 )"
LA Galaxy,Vom Steeg,Justin,GK,"$57,225.00 )","$57,225.00 )"
Philadelphia Union,Wagner,Kai,D,"$318,000.00 )","$360,150.00 )"
Sporting Kansas City,Wallace,Rodney,M,"$360,000.00 )","$360,000.00 )"
FC Cincinnati,Waston,Kendall,D,"$750,000.00 )","$776,666.67 )"
Toronto FC,Westberg,Quentin,GK,"$100,000.08 )","$115,254.08 )"
New York Red Bulls,White,Brian,F,"$57,225.00 )","$57,225.00 )"
DC United,Wild,Gordon,F,"$99,999.96 )","$129,999.96 )"
Columbus Crew,Williams,Romario,F,"$78,650.04 )","$78,650.04 )"
Columbus Crew,Williams,Josh,D,"$215,000.04 )","$215,000.04 )"
Columbus Crew,Williams,JJ,F,"$95,000.04 )","$149,750.04 )"
Portland Timbers,Williamson,Eryk,M,"$120,000.00 )","$136,500.00 )"
Houston Dynamo,Willis,Joe,GK,"$165,000.00 )","$172,833.33 )"
Colorado Rapids,Wilson,Danny,D,"$500,000.04 )","$540,000.04 )"
San Jose Earthquakes,Wondolowski,Chris,F,"$800,000.04 )","$800,000.04 )"
Philadelphia Union,Wooten,Andrew,F,"$510,000.00 )","$595,833.33 )"
New England Revolution,Wright,Brian,F,"$70,875.00 )","$70,875.00 )"
New York Red Bulls,Wright-Phillips,Bradley,F,"$1,200,000.00 )","$1,380,000.00 )"
Colorado Rapids,Wynne,Deklan,D,"$74,250.00 )","$74,250.00 )"
Montreal Impact,Yao,Karifa,D,"$56,250.00 )","$60,466.39 )"
DC United,Yow,Griffin,F,"$70,250.04 )","$76,368.37 )"
San Jose Earthquakes,Yueill,Jackson,M,"$145,000.08 )","$190,000.08 )"
New England Revolution,Zahibo,Wilfred,M,"$513,000.00 )","$583,000.00 )"
Portland Timbers,Zambrano,Renzo,M,"$70,250.04 )","$70,250.04 )"
Columbus Crew,Zardes,Gyasi,F,"$1,421,666.64 )","$1,471,666.64 )"
Toronto FC,Zavaleta,Eriq,D,"$275,004.00 )","$296,962.33 )"
Sporting Kansas City,Zelalem,Gedion,M,"$56,250.00 )","$77,916.67 )"
LAFC,Zelaya,Rodolfo,F,"$162,500.04 )","$185,833.37 )"
Sporting Kansas City,Zendejas,Adrian,GK,"$70,250.04 )","$70,250.04 )"
FC Dallas,Ziegler,Reto,D,"$820,000.08 )","$870,000.08 )"
LAFC,Zimmerman,Walker,D,"$600,000.00 )","$600,000.00 )"
FC Dallas,Zobeck,Kyle,GK,"$70,875.00 )","$70,875.00 )"
LA Galaxy,Zubak,Ethan,F,"$75,000.00 )","$78,125.00 )"
Sporting Kansas City,Zusi,Graham,D-M,"$625,000.08 )","$688,333.41 )"
